category,is_closed,latitude,longitude,name,rating,review_count
korean,,34.06155498,-118.3043175,Deli-In,4,1183
coffee,,34.04967263,-118.2418692,Señor Fish,4,993
newamerican,,34.0690575,-118.226105,Ramen of York,4,835
latin,,34.057823,-118.308776,Crispy Crust Hollywood,4,790
steak,,34.06783442,-118.376046,Spring Street Smoke House,4,3858
pubs,,34.09918,-118.25887,Nabeeya,4,1595
vegan,,34.05635905,-118.2509367,Mr Churro,4,875
italian,,34.103042,-118.291857,Anzu Japanese Gourmet,4,945
taiwanese,,34.05816758,-118.4173103,Xtiosu Kitchen,4,1131
pizza,,34.097718,-118.328681,Mixto Comida Latina,4,1164
pizza,,34.0739747,-118.3238054,Lock & Key,4,1427
breakfast_brunch,,34.09019089,-118.2777252,Beauty & Essex,4,1628
steak,,34.04469633,-118.2653645,Otomisan Restaurant,4,1529
vegan,,34.09121041,-118.2794272,Shamshiri Grill,4,1159
diners,,33.97795,-118.37064,Honeymee,4,1171
korean,,34.05944,-118.28933,Olive Bistro & Catering,4,1025
diners,,34.066072,-118.233223,Meatzilla!,4,1030
juicebars,,34.0638574,-118.3095668,Glowing Juices/ Vegan Market,4,674
himalayan,,34.016931,-118.41051,RUBIES+DIAMONDS,4,1079
italian,,34.05101747,-118.257886,El Huarache Azteca,4,1531
vietnamese,,34.04721535,-118.2561958,Cousins Maine Lobster - Los Angeles,4,1449
spanish,,34.0699736,-118.376559,Café Stella,4,3783
mexican,,34.03908028,-118.2404277,Pizza Next Door,4,1068
newamerican,,34.05187005,-118.2520536,Portobanco's Restaurant,4,1269
pizza,,34.08653,-118.37614,Madame Monsieur,4,1099
thai,,34.09773,-118.335936,Desert Rose,4,785
korean,,34.06190712,-118.3096816,Asuka,4,626
gluten_free,,34.05734883,-118.4431159,Pizza Buona,4,1977
coffee,,34.11055,-118.28726,Jeff's Gourmet Sausage Factory,4,852
sushi,,34.04882,-118.25135,U Pick Cafe,4,876
thai,,34.0761749,-118.372852,Urth Caffé- Melrose,4,878
french,,34.084159,-118.338194,BKK101 Thai Cuisine,4,808
japanese,,34.0311016,-118.400832,Maruya,4,734
newamerican,,33.959442,-118.393598,La Brea Bakery Café,4,1367
seafood,,34.05013744,-118.2424222,The Overland Tap + Kitchen,4,1196
breakfast_brunch,,34.04676,-118.25099,Yamashiro Hollywood,4,928
cuban,,34.05271,-118.37648,The Porter Junction Cafe,4,1438
korean,,34.06309902,-118.2971334,Antigua Coffee House,4,729
sushi,,34.08366,-118.34331,Bibi's Bakery & Cafe,4,627
gastropubs,,34.06207586,-118.3455771,Naab Cafe,4,1080
breakfast_brunch,,34.0532,-118.37709,Tactile Coffee,4,803
colombian,,34.06373,-118.296869,Design Cafe Dabang,4,1106
icecream,,34.06220272,-118.2975688,Mike's Deli 2,4,1105
sushi,,34.07283,-118.37389,New York Bagel and Deli,4,1015
vegan,,34.04565336,-118.2324523,Bamboo Restaurant,4,915
japanese,,34.0499,-118.2397,Maharaja Cuisine Of India,4,1384
cocktailbars,,34.04285034,-118.2577596,Joe Coffee,4,1050
lounges,,33.99689,-118.42654,Sunny's Sushi Hut,4,1467
german,,34.07757,-118.34438,Elderberries Threefold Cafe,4,831
mexican,,34.0634262,-118.2456717,Cafe Vietnam Truck,4,870
cafes,,34.0344334,-118.2916849,Rosalind's Ethiopian Restaurant,4,693
coffee,,34.116939,-118.261573,Blu Elefant Cafe,4,850
mexican,,34.06505,-118.29207,Culina,4,683
mediterranean,,34.076017,-118.3525949,Taj Mahal of India Restaurant,4,681
pubs,,34.1015151,-118.3233109,The Honor Bar,4,855
steak,,34.068843,-118.398751,Gaby's Mediterranean Restaurant Cafe,4,4632
cafes,,34.06273,-118.30946,Jae Bu Do,4,630
mexican,,34.0720873,-118.367282,Melody Bar and Grill,4,948
newamerican,,34.04608,-118.23489,Agra Cafe,4,859
brazilian,,33.99933153,-118.4183068,Umami Burger - Arts District,4,805
dimsum,FALSE,34.07577,-118.36982,Lowell Farms - A Cannabis Cafe,4,2784
italian,FALSE,34.08335868,-118.3247249,Koreatown Pizza Company,4,1524
french,FALSE,34.06415,-118.34367,Hollywood Thai,4,5144
lounges,FALSE,34.04897,-118.2514,La Boucherie,4,7283
taiwanese,FALSE,34.05816758,-118.4173103,Miro,4,1136
french,FALSE,34.07208,-118.36749,Asso Pasta Bar & Wine,4,2033
korean,FALSE,34.05797,-118.2944,Ombu Grill,4,34
mediterranean,FALSE,34.1023799,-118.32715,Crying Tiger,4,1703
chinese,FALSE,34.06301,-118.2384,Funculo,4,2485
newamerican,FALSE,34.07586,-118.35247,Melrose Station,4,95
ramen,FALSE,34.05008091,-118.2401805,Palm Grove Ethiopian Restaurant,4,8329
italian,FALSE,34.050039,-118.248552,Genghis Cohen,4,2767
hotdog,FALSE,34.04560471,-118.2360611,The Capri Italian,4,8184
indonesian,FALSE,34.0595544,-118.4201091,Moun Of Tunis Restaurant,4,2453
mediterranean,FALSE,34.076017,-118.3525949,The Thai Thing,4,682
gastropubs,FALSE,34.06449,-118.30891,Seorae Village Pork BBQ,4,78
colombian,FALSE,34.06373,-118.296869,Itaewon Izakaya,4,1107
bars,FALSE,34.101795,-118.3323928,ChiMac Star,4,931
korean,FALSE,34.0639032,-118.3061281,La Fonda,4,4775
tradamerican,FALSE,34.0511203,-118.2543221,Banditos Tacos & Tequila,4,1708
vegan,FALSE,34.077123,-118.258714,Pasta Sisters - Culver City,4,2149
mexican,FALSE,34.05241,-118.30071,Get Bbul,4,2123
italian,FALSE,34.08319,-118.33881,Public Kitchen and Bar,4,2711
newamerican,FALSE,34.054358,-118.251339,Atwater Village Tavern,4,1877
korean,FALSE,34.04847,-118.30867,Spago,4,3653
vietnamese,FALSE,34.04721535,-118.2561958,Elio’s Wood Fire Pizza,4,1449
lounges,FALSE,34.092322,-118.3383862,Vespaio,4,1049
mexican,FALSE,34.0715151,-118.3622707,Sake House Miro,4,1107
newamerican,FALSE,34.0422897,-118.2542114,Pig 'n Whistle,4,1342
bbq,FALSE,34.0665313,-118.2542661,Kopan Ramen - Los Angeles,4,1996
gastropubs,FALSE,34.06207586,-118.3455771,California Ramen Factory,4,1081
cocktailbars,FALSE,34.052601,-118.263447,KASHIRA SUSHI,4,1145
italian,FALSE,34.07353573,-118.3595324,Mama Lion,4,1797
wine_bars,FALSE,34.0734651,-118.3818814,Barbara's At The Brewery,4,2204
bars,FALSE,34.05011891,-118.2414611,Ippudo,4,898
newamerican,FALSE,34.077585,-118.259599,Lincoln Kitchen & Tap,4,4006
pizza,FALSE,34.08325224,-118.3388012,Spice Affair Beverly Hills Indian Restaurant,4,4166
italian,FALSE,34.0469301,-118.2566015,Louise's Trattoria,4,16584
newamerican,FALSE,34.0690575,-118.226105,Oriel Chinatown,4,835
italian,FALSE,34.103042,-118.291857,Hwal Uh Kwang Jang,4,945
burgers,FALSE,34.09954,-118.32911,,4,2032
italian,FALSE,34.045168,-118.256526,,4,1601
japanese,FALSE,34.0443222,-118.2382339,,4,1733
seafood,FALSE,34.10128,-118.31841,,4,2657
thai,FALSE,34.08699304,-118.2757153,,4,986
ramen,FALSE,34.0837107,-118.3446759,,4,3346
italian,FALSE,34.10906,-118.3697,,4,897
thai,FALSE,34.1018849,-118.30513,,4,1696
seafood,FALSE,34.04903713,-118.2546909,,4,1996
korean,FALSE,34.06402022,-118.2976871,,4,2564
cocktailbars,FALSE,34.05049,-118.24406,,4,1352
southern,FALSE,34.04810715,-118.3262787,,4,1363
bars,FALSE,34.101913,-118.336041,,4,20
cocktailbars,FALSE,34.07294,-118.37494,,4,1834
pubs,FALSE,34.1015151,-118.3233109,,4,855
italian,FALSE,34.038867,-118.23602,,4,1297
italian,FALSE,34.08333668,-118.3139372,,4,1851
delis,FALSE,34.060099,-118.238083,,4,1652
mexican,FALSE,34.0596284,-118.3451919,,4,641
korean,FALSE,34.063757,-118.295838,,4,1467
newamerican,FALSE,34.046195,-118.261698,,4,2398
seafood,FALSE,34.0833651,-118.3262166,,4,2263
ramen,FALSE,34.0837585,-118.352546,,4,338
breakfast_brunch,FALSE,34.06301,-118.30622,,4,1192
korean,FALSE,34.07403097,-118.309188,,4,1500
gastropubs,FALSE,34.0427621,-118.2536515,,4,730
bbq,FALSE,34.0821746,-118.3442326,,4,1888
newamerican,FALSE,34.0596002,-118.4143396,,4,1665
korean,FALSE,34.0637349,-118.2943728,,4,1081
seafood,FALSE,34.063452,-118.299046,,4,3154
german,FALSE,34.07757,-118.34438,,4,832
italian,FALSE,34.0891889,-118.3329895,,4,434
taiwanese,FALSE,34.0614,-118.23951,,4,410
mexican,FALSE,33.9927987,-118.4227098,,4,1208
seafood,FALSE,34.072706,-118.37251,,4,1638
cocktailbars,FALSE,34.044804,-118.25665,,4,412
pizza,FALSE,34.097718,-118.328681,,4,1164
cocktailbars,FALSE,33.99696036,-118.4315601,,4,633
newamerican,FALSE,34.0486928,-118.2556854,,4,1237
ethiopian,FALSE,34.05699,-118.36469,,4,794
gastropubs,FALSE,34.064332,-118.308546,,4,2350
newamerican,FALSE,34.0965954,-118.3698476,,4,273
french,FALSE,34.08375379,-118.3240469,,4,162
japanese,FALSE,34.0493955,-118.2397527,,4,480
cocktailbars,FALSE,34.04751,-118.25072,,4,435
chickenshop,FALSE,34.0599599,-118.41982,,4,346
indonesian,FALSE,34.029081,-118.411699,,4,1471
seafood,FALSE,34.05013744,-118.2424222,,4,1196
asianfusion,FALSE,34.07397765,-118.2515627,,4,599
izakaya,FALSE,34.07181,-118.3655,,4,1039
steak,FALSE,34.05793,-118.3023,,4,1110
brazilian,FALSE,34.0721669,-118.360551,,4,1187
newamerican,FALSE,34.05187005,-118.2520536,,4,1268
korean,FALSE,34.06155498,-118.3043175,,4,1183
mediterranean,FALSE,34.0489812,-118.2589574,,4,613
mediterranean,FALSE,34.0477539,-118.2473573,,4,2535
italian,FALSE,34.08387493,-118.3535239,,4,334
japanese,FALSE,34.0501009,-118.2421794,,4,123
cocktailbars,FALSE,34.0637,-118.30822,,4,461
cuban,FALSE,34.02114,-118.4036,,4,2186
newamerican,FALSE,34.074265,-118.252278,,4,752
brazilian,FALSE,34.04191749,-118.2551352,,4,1383
japanese,FALSE,34.0636449,-118.3082425,,4,377
tradamerican,FALSE,34.13950729,-118.2105179,,4,3559
asianfusion,FALSE,34.09989428,-118.3305907,,4,903
bbq,FALSE,34.072079,-118.367209,,4,267
mexican,FALSE,34.10028,-118.32927,,4,1190
asianfusion,FALSE,34.0981492,-118.3501071,,4,1074
korean,FALSE,34.06208625,-118.3026584,,4,3979
thai,FALSE,34.09850278,-118.3061313,,4,1400
chinese,FALSE,34.06603994,-118.2376204,,4,213
newamerican,FALSE,34.06215,-118.30098,,4,379
korean,FALSE,34.07888,-118.30937,,4,563
chickenshop,FALSE,34.0833851,-118.309905,,4,20
italian,FALSE,34.0711906,-118.3599417,,4,1164
pubs,FALSE,34.12567515,-118.2642579,,4,1336
italian,FALSE,34.03847976,-118.2347514,,4,542
cocktailbars,FALSE,34.04758,-118.25036,,4,1018
french,FALSE,34.0481,-118.24846,,4,1116
japanese,FALSE,34.04893317,-118.2403841,,4,1375
sushi,FALSE,34.08366,-118.34331,,4,627
italian,FALSE,34.06642,-118.37659,,4,4239
newamerican,FALSE,34.0044481,-118.4311095,,4,536
cocktailbars,FALSE,34.04676,-118.25099,,4,261
ramen,FALSE,34.0484525,-118.2390921,,4,2681
newamerican,FALSE,34.06087596,-118.3004188,,4,222
ramen,FALSE,34.08352685,-118.2736765,,4,3105
italian,FALSE,34.08319,-118.33908,,4,553
soulfood,FALSE,33.99309755,-118.2563043,,4,314
bars,FALSE,34.08336657,-118.3132574,,4,161
spanish,FALSE,34.06941,-118.3748,,4,620
newamerican,FALSE,33.959442,-118.393598,,4,1368
burgers,FALSE,34.07905579,-118.3611374,,4,1499
korean,FALSE,34.05792,-118.30503,,4,592
newamerican,FALSE,34.0735193,-118.3767501,,4,468
polish,FALSE,34.125401,-118.231779,,4,774
asianfusion,FALSE,34.06344,-118.29831,,4,222
sushi,FALSE,34.10551,-118.33701,,4,494
beerbar,FALSE,34.07754966,-118.2647322,,4,2365
izakaya,FALSE,34.07267,-118.25178,,4,215
korean,FALSE,34.05819631,-118.2939708,,4,241
italian,FALSE,34.0978651,-118.3256499,,4,839
tacos,FALSE,34.03437201,-118.2321303,,4,639
tex-mex,FALSE,34.0483374,-118.2477806,,4,1185
thai,FALSE,33.95878,-118.39451,,4,1980
halal,FALSE,34.162558,-118.3730708,,4,762
korean,FALSE,34.0575551,-118.3061617,,4,420
seafood,FALSE,34.0269938,-118.408793,,4,631
korean,FALSE,34.05944,-118.28933,,4,1026
pizza,FALSE,34.0739747,-118.3238054,,4,1428
vegan,FALSE,34.08342,-118.37011,,4,1947
seafood,FALSE,34.06242492,-118.2976707,,4,2288
thai,FALSE,34.09773,-118.335936,,4,785
argentine,FALSE,34.083643,-118.347297,,4,1899
italian,FALSE,34.0786401,-118.3613451,,4,1550
japanese,FALSE,34.099696,-118.3234477,,4,26
filipino,FALSE,34.06149597,-118.2395685,,4,436
breweries,FALSE,34.06469,-118.34368,,4,299
italian,FALSE,34.0431366,-118.4306564,,4,250
newamerican,FALSE,34.039642,-118.428946,,4,1444
noodles,FALSE,34.071974,-118.3656739,,4,236
italian,FALSE,34.08323,-118.34724,,4,412
cocktailbars,FALSE,34.04168,-118.26308,,4,727
cuban,FALSE,34.08875714,-118.2769305,,4,705
food_court,FALSE,34.05062855,-118.2486353,,4,2488
mexican,FALSE,34.15258,-118.36437,,4,760
japanese,FALSE,34.0753309,-118.3774933,,4,240
mideastern,FALSE,34.07182,-118.36556,,4,261
steak,FALSE,34.068843,-118.398751,,4,4630
italian,FALSE,34.10480881,-118.2914047,,4,1473
korean,FALSE,34.06775601,-118.3088782,,4,585
korean,FALSE,34.03951,-118.33956,,4,448
japanese,FALSE,34.06332,-118.30197,,4,458
taiwanese,FALSE,34.0615395,-118.2397114,,4,525
sushi,FALSE,34.04882,-118.25135,,4,876
italian,FALSE,34.1184299,-118.25971,,4,575
bars,FALSE,34.07639,-118.25579,,4,441
chinese,FALSE,34.06004,-118.29062,,4,11
mediterranean,FALSE,34.1002441,-118.2906102,,4,429
pubs,FALSE,34.148148,-118.430145,,4,979
british,FALSE,34.0981715,-118.3555408,,4,658
steak,FALSE,34.04469633,-118.2653645,,4,1531
seafood,FALSE,34.05131,-118.27825,,4,384
newamerican,FALSE,34.09571657,-118.2844531,,4,1411
comfortfood,FALSE,34.0377826,-118.2428721,,4,841
korean,FALSE,34.06190712,-118.3096816,,4,625
italian,FALSE,34.105764,-118.273017,,4,572
french,FALSE,34.0782765,-118.2614713,,4,805
sushi,FALSE,34.0491747,-118.2394231,,4,306
italian,FALSE,34.10698292,-118.2636239,,4,757
newamerican,FALSE,34.04939,-118.256506,,4,1755
vietnamese,FALSE,34.0672573,-118.2356333,,4,1379
southern,FALSE,34.0796,-118.36114,,4,966
japanese,FALSE,33.96185,-118.4214,,4,1405
korean,FALSE,34.06273,-118.30946,,4,198
lounges,FALSE,33.99689,-118.42654,,4,1467
korean,FALSE,34.063852,-118.294609,,4,814
gastropubs,FALSE,34.07485257,-118.308903,,4,779
newamerican,FALSE,34.079289,-118.361585,,4,3321
lounges,FALSE,34.103099,-118.291665,,4,823
tradamerican,FALSE,34.14217,-118.39046,,4,201
newamerican,FALSE,34.06372,-118.36446,,4,8
waffles,FALSE,34.09855002,-118.3221236,,4,3816
korean,FALSE,34.0574299,-118.30658,,4,103
seafood,FALSE,34.08902,-118.26905,,4,604
japanese,FALSE,34.06570088,-118.3088638,,4,256
french,FALSE,34.07206,-118.36735,,4,1813
italian,FALSE,34.05101747,-118.257886,,4,1531
hawaiian,FALSE,34.00442569,-118.4216071,,4,1650
mediterranean,FALSE,34.11574468,-118.2514387,,4,521
sushi,FALSE,34.03962,-118.4302,,4,848
indpak,FALSE,34.072291,-118.368852,,4,794
asianfusion,FALSE,34.0501099,-118.25794,,4,149
wine_bars,FALSE,34.10406977,-118.27294,,4,1138
italian,FALSE,34.07534,-118.32399,,4,304
cajun,FALSE,34.04962,-118.3586,,4,449
indpak,FALSE,34.05099796,-118.2449263,,4,1715
chinese,FALSE,34.09807939,-118.3446622,,4,562
ramen,FALSE,34.101362,-118.3454937,,4,765
ramen,FALSE,34.10183737,-118.3007547,,4,515
korean,FALSE,34.0691149,-118.3073944,,4,853
bars,FALSE,34.07293667,-118.2516028,,4,37
spanish,FALSE,34.0699736,-118.376559,,4,3784
chicken_wings,FALSE,34.0628631,-118.3062672,,4,172
foodtrucks,FALSE,34.034644,-118.241766,,4,978
italian,FALSE,34.07657,-118.31101,,4,49
japanese,FALSE,34.04638,-118.23543,,4,518
italian,FALSE,34.10851,-118.26806,,4,498
sushi,FALSE,34.061407,-118.309408,,4,1311
soup,FALSE,34.06309128,-118.2975388,,4,569
tradamerican,FALSE,34.093984,-118.327639,,4,1676
sandwiches,FALSE,34.09454489,-118.3381749,,4,1999
pizza,FALSE,34.08292,-118.27289,,4,639
korean,FALSE,34.05279,-118.30607,,4,1041
korean,FALSE,34.05508861,-118.2919263,,4,110
newamerican,FALSE,34.0419258,-118.2591395,,4,390
mediterranean,FALSE,34.0482095,-118.2398789,,4,1594
chinese,FALSE,34.05239,-118.30342,,4,540
sushi,FALSE,34.07616003,-118.3054077,,4,1342
breweries,FALSE,34.055713,-118.23663,,4,247
korean,FALSE,34.06309902,-118.2971334,,4,729
thai,FALSE,34.09545047,-118.2849448,,4,975
mexican,FALSE,34.08079511,-118.386972,,4,3985
newamerican,FALSE,34.1040989,-118.291367,,4,258
ramen,FALSE,34.04690964,-118.2384162,,4,1213
steak,FALSE,34.052719,-118.252817,,4,595
italian,FALSE,34.0484549,-118.2479646,,4,442
sushi,FALSE,34.06194,-118.34573,,4,1033
japanese,FALSE,34.0499,-118.2397,,4,1386
sushi,FALSE,33.95771303,-118.3959741,,4,620
colombian,FALSE,34.083723,-118.311995,,4,412
italian,FALSE,34.072957,-118.389138,,4,471
sushi,FALSE,34.10226,-118.32482,,4,200
shanghainese,FALSE,34.1434651,-118.2560737,,4,3435
steak,FALSE,34.05227932,-118.2557194,,4,904
korean,FALSE,34.0640971,-118.2971966,,4,829
vietnamese,FALSE,34.0668715,-118.3615645,,4,617
newamerican,FALSE,34.0255407,-118.412644,,4,605
newamerican,FALSE,34.06060001,-118.3445095,,4,416
pubs,FALSE,34.09918,-118.25887,,4,1595
italian,FALSE,34.1074686,-118.2872751,,4,628
newamerican,FALSE,34.092097,-118.279745,,4,457
italian,FALSE,34.05297294,-118.3745199,,4,864
steak,FALSE,34.101802,-118.335394,,4,1541
italian,FALSE,34.0762749,-118.3571066,,4,598
burgers,FALSE,34.099915,-118.2589283,,4,301
pizza,FALSE,34.0613398,-118.3113545,,4,248
thai,FALSE,34.10196,-118.30475,,4,476
peruvian,FALSE,34.15009,-118.3781,,4,89
seafood,FALSE,34.0762031,-118.3779835,,4,153
vietnamese,FALSE,34.1045859,-118.330197,,4,839
indpak,FALSE,34.08366,-118.34327,,4,2533
vegan,FALSE,34.08279,-118.32404,,4,2075
mexican,FALSE,34.0466,-118.21837,,4,493
burgers,FALSE,34.047441,-118.293926,,4,1958
tradamerican,FALSE,34.073855,-118.239959,,4,175
korean,FALSE,34.0538506,-118.321126,,4,364
mexican,FALSE,34.05748236,-118.2377401,,4,1137
seafood,FALSE,34.06355,-118.28741,,4,15
mexican,FALSE,34.06251215,-118.3488146,,4,482
newamerican,FALSE,34.0762249,-118.3641978,,4,375
japanese,FALSE,34.04895037,-118.2400319,,4,806
bars,FALSE,34.09998926,-118.329377,,4,721
southern,FALSE,34.024758,-118.284446,,4,133
mexican,FALSE,34.03908028,-118.2404277,,4,1069
seafoodmarkets,FALSE,34.04083,-118.24018,,4,1099
thai,FALSE,34.07411227,-118.3094354,,4,588
japanese,FALSE,34.075135,-118.308649,,4,67
chicken_wings,FALSE,34.0624241,-118.2810091,,4,319
mexican,FALSE,34.06175,-118.21331,,4,472
newamerican,FALSE,34.04608,-118.23489,,4,861
wine_bars,FALSE,34.082354,-118.27228,,4,223
mediterranean,FALSE,34.0249037,-118.2845961,,4,178
dimsum,FALSE,34.07287,-118.37428,,4,160
bbq,FALSE,34.03191,-118.3352549,,4,493
breakfast_brunch,FALSE,34.10016,-118.33014,,4,190
soulfood,FALSE,34.03278,-118.35994,,4,235
chicken_wings,FALSE,33.95968,-118.31648,,4,226
korean,FALSE,34.0622771,-118.2975168,,4,224
chinese,FALSE,34.09746,-118.36513,,4,454
pizza,FALSE,34.06188,-118.34278,,4,388
french,FALSE,34.084159,-118.338194,,4,810
vietnamese,FALSE,34.07512,-118.34437,,4,559
steak,FALSE,34.04973187,-118.260606,,4,329
caribbean,FALSE,34.04815,-118.34752,,4,263
bbq,FALSE,34.05381,-118.29196,,4,1652
ramen,FALSE,34.04867,-118.25753,,4,327
cocktailbars,FALSE,34.04799129,-118.2584669,,4,493
caribbean,FALSE,33.9880618,-118.3592158,,4,243
seafood,FALSE,34.0515515,-118.2534951,,4,842
mexican,FALSE,34.03392016,-118.291485,,4,829
hotpot,FALSE,34.061916,-118.3086525,,4,246
italian,FALSE,34.07442797,-118.3767919,,4,276
newamerican,FALSE,34.08612798,-118.3617271,,4,562
soulfood,FALSE,33.9985785,-118.3307743,,4,567
japanese,FALSE,34.048279,-118.258561,,4,86
vegan,FALSE,34.05635905,-118.2509367,,4,875
japanese,FALSE,34.09828818,-118.3227277,,4,442
korean,FALSE,34.052144,-118.310428,,4,1615
latin,FALSE,34.0359554,-118.2920263,,4,424
cocktailbars,FALSE,34.040358,-118.2634197,,4,313
italian,FALSE,34.03447,-118.28341,,4,1355
french,FALSE,34.08417101,-118.33812,,4,643
japanese,FALSE,34.04738712,-118.2571949,,4,2349
thai,FALSE,34.0450459,-118.2769246,,4,608
mexican,FALSE,34.0720873,-118.367282,,4,948
korean,FALSE,34.05786,-118.30274,,4,1800
indpak,FALSE,34.04013967,-118.3085835,,4,222
newamerican,FALSE,34.0888,-118.3769,,4,163
himalayan,FALSE,34.016931,-118.41051,,4,1080
thai,FALSE,34.10199,-118.30323,,4,888
korean,FALSE,34.062401,-118.297588,,4,639
sushi,FALSE,34.06317139,-118.2985611,,4,340
italian,FALSE,34.049792,-118.259187,,4,417
butcher,FALSE,34.09764,-118.3334,,4,529
ramen,FALSE,34.05908,-118.34485,,4,408
seafood,FALSE,34.10198,-118.31498,,4,408
japanese,FALSE,34.0311016,-118.400832,,4,734
bbq,FALSE,34.10183154,-118.3184482,,4,469
korean,FALSE,34.05293,-118.30352,,4,746
cocktailbars,FALSE,34.04285034,-118.2577596,,4,1050
newamerican,FALSE,34.0914091,-118.2792034,,4,784
peruvian,FALSE,34.0825699,-118.37588,,4,704
ramen,FALSE,34.06331,-118.29501,,4,555
italian,FALSE,34.0708505,-118.4009113,,4,1448
breakfast_brunch,FALSE,34.0505289,-118.2486189,,4,5585
korean,FALSE,34.0622606,-118.2975594,,4,859
korean,FALSE,34.05244,-118.29234,,4,356
sushi,FALSE,34.07531437,-118.3235785,,4,396
ramen,FALSE,34.0480267,-118.2400318,,4,517
thai,FALSE,34.05072991,-118.2488188,,4,876
caribbean,FALSE,34.00574,-118.33183,,4,344
newamerican,FALSE,34.1014294,-118.3263326,,4,472
korean,FALSE,34.05286,-118.29235,,4,1457
newamerican,FALSE,34.0905727,-118.2778757,,4,657
italian,FALSE,34.09295,-118.28062,,4,44
grocery,FALSE,34.052237,-118.308515,,4,276
seafood,FALSE,34.06107,-118.29325,,4,28
sushi,FALSE,34.0485313,-118.2402898,,4,1503
pizza,FALSE,34.068913,-118.301872,,4,695
bars,FALSE,34.0451865,-118.2666638,,4,135
sushi,FALSE,34.04210281,-118.2636871,,4,727
chickenshop,FALSE,34.04183631,-118.2590469,,4,1739
korean,FALSE,34.0497265,-118.3091849,,4,393
indpak,FALSE,34.07878,-118.36113,,4,214
korean,FALSE,34.06696,-118.30871,,4,161
indpak,FALSE,34.0621767,-118.3481449,,4,1259
mediterranean,FALSE,34.0834751,-118.3761741,,4,2430
salad,FALSE,34.083673,-118.341008,,4,820
breakfast_brunch,FALSE,34.09019089,-118.2777252,,4,1628
african,FALSE,34.05272,-118.37456,,4,65
brazilian,FALSE,33.99933153,-118.4183068,,4,805
newamerican,FALSE,34.08477,-118.28715,,4,183
cuban,FALSE,34.05271,-118.37648,,4,1438
steak,FALSE,34.08977866,-118.3927584,,4,1766
mexican,FALSE,34.09772,-118.36769,,4,817
mexican,FALSE,34.0287002,-118.4114403,,4,766
japanese,FALSE,34.06348509,-118.2927698,,4,399
french,FALSE,34.05495735,-118.2497732,,4,646
latin,FALSE,34.057823,-118.308776,,4,790
salad,FALSE,34.0734651,-118.3830093,,4,389
cajun,FALSE,34.09783462,-118.3233207,,4,49
chicken_wings,FALSE,34.0835736,-118.3431347,,4,855
mexican,FALSE,34.0572413,-118.2383631,,4,793
cajun,FALSE,34.0109188,-118.3366526,,4,173
korean,FALSE,34.05243827,-118.3108937,,4,300
korean,FALSE,34.06696,-118.29206,,4,262
japanese,FALSE,34.07347036,-118.3442281,,4,610
ramen,FALSE,34.062038,-118.3424849,,4,109
newamerican,FALSE,34.083902,-118.295245,,4,265
speakeasies,FALSE,34.083469,-118.3510004,,4,102
german,FALSE,34.00413,-118.43102,,4,106
mexican,FALSE,34.1010002,-118.2872851,,4,2122
newamerican,FALSE,34.07247231,-118.3593774,,4,2144
hawaiian,FALSE,34.08254,-118.273196,,4,181
sandwiches,FALSE,34.0597229,-118.2370224,,4,6031
korean,FALSE,34.05239,-118.30447,,4,321
steak,FALSE,34.06855,-118.37667,,4,3853
korean,FALSE,34.0527649,-118.30033,,4,402
italian,FALSE,34.0351,-118.25332,,4,481
mediterranean,FALSE,34.0399268,-118.4233433,,4,307
vietnamese,FALSE,34.1016151,-118.3017033,,4,346
korean,FALSE,34.05618286,-118.3094025,,4,617
bars,FALSE,34.102568,-118.287531,,4,747
bars,FALSE,34.0460037,-118.2421893,,4,650
newamerican,FALSE,34.045518,-118.263997,,4,140
wine_bars,FALSE,34.0448687,-118.2496209,,4,444
mexican,FALSE,34.0850581,-118.3766249,,4,206
tex-mex,FALSE,34.023008,-118.39482,,4,43
chinese,FALSE,34.05828,-118.36252,,4,236
mexican,FALSE,34.10596,-118.27281,,4,196
thai,FALSE,34.105592,-118.316766,,4,493
italian,FALSE,34.12749,-118.21748,,4,531
moroccan,FALSE,34.098451,-118.352524,,4,254
persian,FALSE,34.04299,-118.25838,,4,509
chinese,FALSE,34.061291,-118.239499,,4,196
chicken_wings,FALSE,34.0833,-118.34999,,4,371
burgers,FALSE,34.06523903,-118.2372121,,4,734
newamerican,FALSE,34.04697,-118.25557,,4,322
burgers,FALSE,34.075395,-118.323818,,4,333
bars,FALSE,34.05256144,-118.2506045,,4,517
thai,FALSE,34.070275,-118.35184,,4,231
lounges,FALSE,34.0578538,-118.301083,,4,612
catering,FALSE,34.13107463,-118.2166717,,4,922
vietnamese,FALSE,34.068589,-118.309513,,4,28
burgers,FALSE,34.069511,-118.276321,,4,1207
chickenshop,FALSE,34.0462278,-118.2509366,,4,284
mexican,FALSE,34.07251,-118.2213,,4,1199
steak,FALSE,34.0707083,-118.3765626,,4,576
korean,FALSE,34.05754,-118.29324,,4,189
brazilian,FALSE,34.1072244,-118.2872751,,4,562
mexican,FALSE,34.1014551,-118.3314412,,4,769
newamerican,FALSE,34.0976461,-118.3529173,,4,324
newamerican,FALSE,34.10538345,-118.3189041,,4,916
bars,FALSE,34.0908449,-118.34645,,4,1062
sushi,FALSE,34.07283,-118.37389,,4,1016
ramen,FALSE,34.04098,-118.25696,,4,537
chinese,FALSE,34.06452942,-118.2376556,,4,433
