,Unnamed: 0,category,is_closed,latitude,longitude,name,rating,review_count,district
1304,1304,steak,False,34.0553,-118.26596,Pacific Dining Car,3.5,1242,los angeles
1305,1305,newamerican,False,34.083902,-118.295245,The Faculty,4.0,266,los angeles
1306,1306,mexican,False,34.09769,-118.35205,El Compadre,3.5,1586,west hollywood
1307,1307,italian,False,34.1184299,-118.25971000000001,All'Acqua,4.0,575,glendale
1308,1308,vietnamese,False,34.06323,-118.29701999999999,Pho 24,4.0,641,los angeles
1309,1309,vegetarian,False,34.06217,-118.23561000000001,Homegirl Cafe,4.5,639,los angeles
1310,1310,italian,False,34.0978651,-118.3256499,Fabiolus Cucina,4.0,839,west hollywood
1311,1311,newamerican,False,34.0579684054181,-118.414382588885,The Stand,4.0,235,beverly hills
1312,1312,breakfast_brunch,False,34.01242,-118.30925,Jack's Family Kitchen,4.5,212,inglewood
1313,1313,creperies,False,34.0571800333348,-118.252924291915,Crepes De Paris,4.5,136,los angeles
1314,1314,tex-mex,False,34.157793067814005,-118.397385672772,AJ's Tex-Mex & Barbecue,4.5,194,west hollywood
1315,1315,newamerican,False,34.0255407029642,-118.412643982327,The Doughroom,4.0,604,culver city
1316,1316,italian,False,34.0834770202637,-118.366485595703,Mauro's Cafe,4.0,169,west hollywood
1317,1317,mexican,False,34.1014551,-118.3314412,Calle Tacos,4.0,768,west hollywood
1318,1318,filipino,False,34.0620072916925,-118.2975594,Neri's,4.0,227,los angeles
1319,1319,newamerican,False,34.11993,-118.32132,Beachwood Cafe,3.5,406,west hollywood
1320,1320,mexican,False,34.0514859,-118.21792340000002,La Michoacana Restaurant,4.0,23,los angeles
1321,1321,breakfast_brunch,False,34.021791,-118.39661699999999,Cafe Vida - Culver City,4.0,1274,culver city
1322,1322,newamerican,False,34.10394,-118.3248,Jane Q,4.0,80,west hollywood
1323,1323,coffee,False,34.083871,-118.3501442,Coffee Attic,5.0,17,west hollywood
1324,1324,salvadoran,False,34.1240745371247,-118.22057582437999,Drive Thru Pupusas,5.0,116,glendale
1325,1325,ethiopian,False,34.057097399999996,-118.3641842,Buna Ethiopian Restaurant & Market,4.5,335,west hollywood
1326,1326,korean,False,34.066626219067196,-118.30896785648301,Feng Mao Lamb Kebab,4.0,445,west hollywood
1327,1327,southern,False,34.061516999999995,-118.239716,Howlin' Ray's,4.5,5624,los angeles
1328,1328,french,False,34.06415,-118.34367,République,4.0,5132,west hollywood
1329,1329,dimsum,False,34.07577,-118.36982,Bao Dim Sum House,4.0,2775,west hollywood
1330,1330,newamerican,False,34.048111,-118.258345,JOEY DTLA,4.5,339,los angeles
1331,1331,chickenshop,False,34.0880681,-118.308962,Dave's Hot Chicken,4.5,2513,west hollywood
1332,1332,japanese,False,34.050023,-118.239935,Marugame Monzo,4.5,3535,los angeles
1333,1333,filipino,False,34.08222,-118.30948,Rice Guys,5.0,59,west hollywood
1334,1334,cafes,False,34.060944799999994,-118.3446759,Met Her At A Bar,4.5,959,west hollywood
1335,1335,italian,False,34.03402,-118.22919,Bestia,4.5,5849,los angeles
1336,1336,sushi,False,34.06372,-118.36446,KazuNori: The Original Hand Roll Bar,5.0,8,west hollywood
1337,1337,delis,False,34.056090000000005,-118.27658,Langer's,4.5,3614,los angeles
1338,1338,delis,False,34.0476,-118.317234,Pasta Sisters,4.5,1334,west hollywood
1339,1339,breakfast_brunch,False,34.0505289,-118.2486189,Eggslut,4.0,5585,los angeles
1340,1340,gastropubs,False,34.06449,-118.30891,Tipsi,4.5,71,west hollywood
1341,1341,burgers,False,34.099540000000005,-118.32911,Stout Burgers & Beers,4.0,2030,west hollywood
1342,1342,southern,False,34.0796,-118.36114,Sweet Chick,4.0,964,west hollywood
1343,1343,mexican,False,34.052409999999995,-118.30071,Guelaguetza Restaurante,4.0,2117,los angeles
1344,1344,french,False,34.07208,-118.36749,The Little Door,4.0,2033,west hollywood
1345,1345,brazilian,False,34.04665,-118.25616,H&H Brazilian Steakhouse,4.5,197,los angeles
1346,1346,tabletopgames,False,34.01619,-118.28168,The Dragon and Meeple,5.0,53,los angeles
1347,1347,newamerican,False,34.054358,-118.251339,Otium,4.0,1877,los angeles
1348,1348,korean,False,34.0637349,-118.2943728,Seongbukdong,4.0,1081,los angeles
1349,1349,korean,False,34.0546201,-118.2914951,Ong Ga Nae Korean BBQ,4.5,470,los angeles
1350,1350,sushi,False,34.08319167,-118.273245,いざかや おせん- IZAKAYA OSEN,4.5,632,los angeles
1351,1351,sushi,False,34.06323,-118.29702,Seaweed Hand Roll Bar,4.5,154,los angeles
1352,1352,newamerican,False,34.06215,-118.30098,Openaire,4.0,372,los angeles
1353,1353,italian,False,34.1037812,-118.2872479,La Pergoletta,4.5,776,glendale
1354,1354,filipino,False,34.095634000000004,-118.292729,LA Rose Cafe,4.5,940,glendale
